Source File,Left Context,Match,Right Context,Merged Context,Edited Sentence,Selected
export (8).html,godz. 13.00,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o wypadku na Żabiej Turni,godz. 13.00 nadeszła wiadomość o wypadku na Żabiej Turni,godz. 13.00 nadeszła wiadomość o wypadku na Żabiej Turni,True
export (8).html,r. w godzinach przedpołudniowych,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o wypadku w rejonie Świstowej,r. w godzinach przedpołudniowych nadeszła wiadomość o wypadku w rejonie Świstowej,r. w godzinach przedpołudniowych nadeszła wiadomość o wypadku w rejonie Świstowej,True
export (8).html,"w pełnym toku, gdy",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że jeden z poszukiwanych","w pełnym toku, gdy nadeszła wiadomość , że jeden z poszukiwanych","w pełnym toku, gdy nadeszła wiadomość , że jeden z poszukiwanych",True
export (8).html,15.15 z Chochołowskiej,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że na Dziurawej Przełęczy","15.15 z Chochołowskiej nadeszła wiadomość , że na Dziurawej Przełęczy","15.15 z Chochołowskiej nadeszła wiadomość , że na Dziurawej Przełęczy",True
export (8).html,w górę rzeki. Potem,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że białemu człowiekowi się","w górę rzeki. Potem nadeszła wiadomość , że białemu człowiekowi się","w górę rzeki. Potem nadeszła wiadomość , że białemu człowiekowi się",True
export (8).html,moje sprawy. Ale gdyby,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],"z gór, Chalid powiedział","moje sprawy. Ale gdyby nadeszła wiadomość z gór, Chalid powiedział","moje sprawy. Ale gdyby nadeszła wiadomość z gór, Chalid powiedział",True
export (8).html,chwili z korytarza na górze,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o przybyciu kolejnej grupy ratowników,chwili z korytarza na górze nadeszła wiadomość o przybyciu kolejnej grupy ratowników,chwili z korytarza na górze nadeszła wiadomość o przybyciu kolejnej grupy ratowników,True
export (8).html,"Gazety"" , z Genewy",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że jednak uzgodniono powołanie","Gazety"" , z Genewy nadeszła wiadomość , że jednak uzgodniono powołanie","Gazety"" , z Genewy nadeszła wiadomość , że jednak uzgodniono powołanie",True
export (8).html,"Coca-Colą, a z Toronto",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że przestały istnieć przeszkody","Coca-Colą, a z Toronto nadeszła wiadomość , że przestały istnieć przeszkody","Coca-Colą, a z Toronto nadeszła wiadomość , że przestały istnieć przeszkody",True
export (8).html,""" . Z Niemiec zaś",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o pozbawieniu go obywatelstwa.,""" . Z Niemiec zaś nadeszła wiadomość o pozbawieniu go obywatelstwa.",""" . Z Niemiec zaś nadeszła wiadomość o pozbawieniu go obywatelstwa.",True
export (8).html,"numer ""Gazety"" ,",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że członkowie parlamentu godzą","numer ""Gazety"" , nadeszła wiadomość , że członkowie parlamentu godzą","numer ""Gazety"" , nadeszła wiadomość , że członkowie parlamentu godzą",True
export (8).html,"""Gazety"" z Belgradu",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],od specjalnego wysłannika ONZ w,"""Gazety"" z Belgradu nadeszła wiadomość od specjalnego wysłannika ONZ w","""Gazety"" z Belgradu nadeszła wiadomość od specjalnego wysłannika ONZ w",True
export (8).html,podczas sobotniej Rady Naczelnej PSL,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],"o wyborze Oleksego, rozległ","podczas sobotniej Rady Naczelnej PSL nadeszła wiadomość o wyborze Oleksego, rozległ","podczas sobotniej Rady Naczelnej PSL nadeszła wiadomość o wyborze Oleksego, rozległ",True
export (8).html,", gdy w czasie wojny",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o jego śmierci w obozie,", gdy w czasie wojny nadeszła wiadomość o jego śmierci w obozie",", gdy w czasie wojny nadeszła wiadomość o jego śmierci w obozie",True
export (8).html,Do Urzędu Gminy w Borzęcinie,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że kapituła honorowa Polskiej","Do Urzędu Gminy w Borzęcinie nadeszła wiadomość , że kapituła honorowa Polskiej","Do Urzędu Gminy w Borzęcinie nadeszła wiadomość , że kapituła honorowa Polskiej",True
export (8).html,25 lat temu z Watykanu,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],"""Habemus papam"",","25 lat temu z Watykanu nadeszła wiadomość ""Habemus papam"",","25 lat temu z Watykanu nadeszła wiadomość ""Habemus papam"",",True
export (8).html,łaskawy. Trzy godziny później,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],z komisariatu policji w Zduńskiej,łaskawy. Trzy godziny później nadeszła wiadomość z komisariatu policji w Zduńskiej,łaskawy. Trzy godziny później nadeszła wiadomość z komisariatu policji w Zduńskiej,True
export (8).html,stylu gry Po naszej rozmowie,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że Naczelna Komisja Odwoławcza","stylu gry Po naszej rozmowie nadeszła wiadomość , że Naczelna Komisja Odwoławcza","stylu gry Po naszej rozmowie nadeszła wiadomość , że Naczelna Komisja Odwoławcza",True
export (8).html,W tym czasie z Kozienic,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],– pierwsza żona wniosła o,W tym czasie z Kozienic nadeszła wiadomość – pierwsza żona wniosła o,W tym czasie z Kozienic nadeszła wiadomość – pierwsza żona wniosła o,True
export (8).html,Ku zaskoczeniu z tamtejszego USC,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że Tomasz Ch.","Ku zaskoczeniu z tamtejszego USC nadeszła wiadomość , że Tomasz Ch.","Ku zaskoczeniu z tamtejszego USC nadeszła wiadomość , że Tomasz Ch.",True
export (8).html,wczorajszym biegiem w San Sicario,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o złapaniu na dopingu srebrnej,wczorajszym biegiem w San Sicario nadeszła wiadomość o złapaniu na dopingu srebrnej,wczorajszym biegiem w San Sicario nadeszła wiadomość o złapaniu na dopingu srebrnej,True
export (8).html,Kiedy około południa z Brukseli,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:acc:f],"o decyzji komisji konkursowej,","Kiedy około południa z Brukseli nadeszła wiadomość o decyzji komisji konkursowej,","Kiedy około południa z Brukseli nadeszła wiadomość o decyzji komisji konkursowej,",True
export (8).html,miasto w północnym Kazachstanie),nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że mogą wyjechać do","miasto w północnym Kazachstanie) nadeszła wiadomość , że mogą wyjechać do","miasto w północnym Kazachstanie) nadeszła wiadomość , że mogą wyjechać do",True
export (8).html,”. Kilka dni później,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:acc:f],o skreśleniu jej z listy,”. Kilka dni później nadeszła wiadomość o skreśleniu jej z listy,”. Kilka dni później nadeszła wiadomość o skreśleniu jej z listy,True
export (8).html,wydarzeń z poniedziałku. Najpierw,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],z Katowic o decyzjach wojewody,wydarzeń z poniedziałku. Najpierw nadeszła wiadomość z Katowic o decyzjach wojewody,wydarzeń z poniedziałku. Najpierw nadeszła wiadomość z Katowic o decyzjach wojewody,True
export (8).html,"12 odcinek specjalny, gdy",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o tragicznej śmierci 23-letniego pilota,"12 odcinek specjalny, gdy nadeszła wiadomość o tragicznej śmierci 23-letniego pilota","12 odcinek specjalny, gdy nadeszła wiadomość o tragicznej śmierci 23-letniego pilota",True
export (8).html,"1981 r., kiedy",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:acc:f],o masakrze w kopalni ˝Wujek˝,"1981 r., kiedy nadeszła wiadomość o masakrze w kopalni ˝Wujek˝","1981 r., kiedy nadeszła wiadomość o masakrze w kopalni ˝Wujek˝",True
export (8).html,amerykańskiej w Bonn. Stamtąd,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że samochód ten nigdy","amerykańskiej w Bonn. Stamtąd nadeszła wiadomość , że samochód ten nigdy","amerykańskiej w Bonn. Stamtąd nadeszła wiadomość , że samochód ten nigdy",True
export (8).html,minut po godz.16,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],z posterunku policji w Kuryłówce,minut po godz.16 nadeszła wiadomość z posterunku policji w Kuryłówce,minut po godz.16 nadeszła wiadomość z posterunku policji w Kuryłówce,True
export (8).html,"czerwca, bo z ministerstwa",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że prace nad zmianami","czerwca, bo z ministerstwa nadeszła wiadomość , że prace nad zmianami","czerwca, bo z ministerstwa nadeszła wiadomość , że prace nad zmianami",True
export (8).html,kiedy 15 i 16 maja,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że Stocznia Gdynia,","kiedy 15 i 16 maja nadeszła wiadomość , że Stocznia Gdynia,","kiedy 15 i 16 maja nadeszła wiadomość , że Stocznia Gdynia,",True
export (8).html,Dopiero kiedy z orbity Marsa,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że operacja zakończyła się","Dopiero kiedy z orbity Marsa nadeszła wiadomość , że operacja zakończyła się","Dopiero kiedy z orbity Marsa nadeszła wiadomość , że operacja zakończyła się",True
export (8).html,"em, kiedy następnego dnia",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że strzelił sobie w","em, kiedy następnego dnia nadeszła wiadomość , że strzelił sobie w","em, kiedy następnego dnia nadeszła wiadomość , że strzelił sobie w",True
export (8).html,""" grupy Pink Floyd i",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o śmierci jej dawnego wokalisty,""" grupy Pink Floyd i nadeszła wiadomość o śmierci jej dawnego wokalisty",""" grupy Pink Floyd i nadeszła wiadomość o śmierci jej dawnego wokalisty",True
export (8).html,W czerwcu 1942 r.,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że zmarł w obozie","W czerwcu 1942 r. nadeszła wiadomość , że zmarł w obozie","W czerwcu 1942 r. nadeszła wiadomość , że zmarł w obozie",True
export (8).html,"sygnał z komunikatora, że",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", potraktuje to jako brutalną","sygnał z komunikatora, że nadeszła wiadomość , potraktuje to jako brutalną","sygnał z komunikatora, że nadeszła wiadomość , potraktuje to jako brutalną",True
export (8).html,z mody. Z Londynu,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że sześć firmowych fabryk","z mody. Z Londynu nadeszła wiadomość , że sześć firmowych fabryk","z mody. Z Londynu nadeszła wiadomość , że sześć firmowych fabryk",True
export (8).html,"bracia, rodacy! Właśnie",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o aresztowaniu jego eminencji księdza,"bracia, rodacy! Właśnie nadeszła wiadomość o aresztowaniu jego eminencji księdza","bracia, rodacy! Właśnie nadeszła wiadomość o aresztowaniu jego eminencji księdza",True
export (8).html,"kosmiczny szybuje do gwiazd,",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o przeprowadzonej przez Koreę Północną,"kosmiczny szybuje do gwiazd, nadeszła wiadomość o przeprowadzonej przez Koreę Północną","kosmiczny szybuje do gwiazd, nadeszła wiadomość o przeprowadzonej przez Koreę Północną",True
export (8).html,. Z kolei z Chin,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że Ping An Insurance",". Z kolei z Chin nadeszła wiadomość , że Ping An Insurance",". Z kolei z Chin nadeszła wiadomość , że Ping An Insurance",True
export (8).html,. A z dalekiej Australii,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że tamtejsi ubezpieczyciele zgromadzili",". A z dalekiej Australii nadeszła wiadomość , że tamtejsi ubezpieczyciele zgromadzili",". A z dalekiej Australii nadeszła wiadomość , że tamtejsi ubezpieczyciele zgromadzili",True
export (8).html,przez ubezpieczycieli. Zza granicy,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że były premier Wielkiej","przez ubezpieczycieli. Zza granicy nadeszła wiadomość , że były premier Wielkiej","przez ubezpieczycieli. Zza granicy nadeszła wiadomość , że były premier Wielkiej",True
export (8).html,10%. Z Francji,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że właściciel jednej z","10%. Z Francji nadeszła wiadomość , że właściciel jednej z","10%. Z Francji nadeszła wiadomość , że właściciel jednej z",True
export (8).html,". Co ciekawe, równolegle",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:acc:f],", że w rozpoczynającej się",". Co ciekawe, równolegle nadeszła wiadomość , że w rozpoczynającej się",". Co ciekawe, równolegle nadeszła wiadomość , że w rozpoczynającej się",True
export (8).html,Z rynku ubezpieczeniowego w USA,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że ubezpieczyciele majątkowi,","Z rynku ubezpieczeniowego w USA nadeszła wiadomość , że ubezpieczyciele majątkowi,","Z rynku ubezpieczeniowego w USA nadeszła wiadomość , że ubezpieczyciele majątkowi,",True
export (8).html,Jakby na potwierdzenie tych słów,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że koncern Imperial Tobacco","Jakby na potwierdzenie tych słów nadeszła wiadomość , że koncern Imperial Tobacco","Jakby na potwierdzenie tych słów nadeszła wiadomość , że koncern Imperial Tobacco",True
export (8).html,w Krakowie. - Wczoraj,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],"o śmierci naszego kolegi,","w Krakowie. - Wczoraj nadeszła wiadomość o śmierci naszego kolegi,","w Krakowie. - Wczoraj nadeszła wiadomość o śmierci naszego kolegi,",True
export (8).html,W ubiegłym tygodniu ze stolicy,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że trzebieszowicki stadion znalazł","W ubiegłym tygodniu ze stolicy nadeszła wiadomość , że trzebieszowicki stadion znalazł","W ubiegłym tygodniu ze stolicy nadeszła wiadomość , że trzebieszowicki stadion znalazł",True
export (8).html,z Agencji Narodowej w Warszawie,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],: projekt zaakceptowany! T,z Agencji Narodowej w Warszawie nadeszła wiadomość : projekt zaakceptowany! T,z Agencji Narodowej w Warszawie nadeszła wiadomość : projekt zaakceptowany! T,True
export (8).html,"Powstały, gdy do Słupska",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:acc:f],o jego śmiertelnej chorobie.,"Powstały, gdy do Słupska nadeszła wiadomość o jego śmiertelnej chorobie.","Powstały, gdy do Słupska nadeszła wiadomość o jego śmiertelnej chorobie.",True
export (8).html,Kilka dni temu z Koszalina,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że tamtejsza Regionalna Izba","Kilka dni temu z Koszalina nadeszła wiadomość , że tamtejsza Regionalna Izba","Kilka dni temu z Koszalina nadeszła wiadomość , że tamtejsza Regionalna Izba",True
export (8).html,", rok później z Afryki",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o śmierci jego ojca.,", rok później z Afryki nadeszła wiadomość o śmierci jego ojca.",", rok później z Afryki nadeszła wiadomość o śmierci jego ojca.",True
export (9).html,m babskiej intuicji. Akurat,nadeszła[nadejść:praet:sg:f:perf]przesyłka[przesyłka:subst:sg:nom:f],"od Albina, a w","m babskiej intuicji. Akurat nadeszła przesyłka od Albina, a w","m babskiej intuicji. Akurat nadeszła przesyłka od Albina, a w",True
export (9).html,"gdzie stacjonował pułk Romanowskiego,",nadeszła[nadejść:praet:sg:f:perf]przesyłka[przesyłka:subst:sg:nom:f],": ukochana klacz Hanisi,","gdzie stacjonował pułk Romanowskiego, nadeszła przesyłka : ukochana klacz Hanisi,","gdzie stacjonował pułk Romanowskiego, nadeszła przesyłka : ukochana klacz Hanisi,",True
export (9).html,Po kilku dniach od wizyty,nadeszła[nadejść:praet:sg:f:perf]przesyłka[przesyłka:subst:sg:nom:f],ze zdjęciem królowej w srebrnej,Po kilku dniach od wizyty nadeszła przesyłka ze zdjęciem królowej w srebrnej,Po kilku dniach od wizyty nadeszła przesyłka ze zdjęciem królowej w srebrnej,True
export (9).html,"sygnał o tym, że",nadeszła[nadejść:praet:sg:f:perf]przesyłka[przesyłka:subst:sg:nom:f],- mówił komendant. -,"sygnał o tym, że nadeszła przesyłka - mówił komendant. -","sygnał o tym, że nadeszła przesyłka - mówił komendant. -",True
export (9).html,", więc zaryzykował. Gdy",nadeszła[nadejść:praet:sg:f:perf]przesyłka[przesyłka:subst:sg:nom:f],", bez oporów uiścił za",", więc zaryzykował. Gdy nadeszła przesyłka , bez oporów uiścił za",", więc zaryzykował. Gdy nadeszła przesyłka , bez oporów uiścił za",True
