,Left_Context,Match,Right_Context,Merged_Context,Edited_Sentence,Edited_Parsing,Edited_Length,Edited_Targets,Edited_Targets_POS,Edited_branching,Edited_Targets_Branching,Edited_Entropy,Edited_Entropy_Cluster,Edited_Entropy_Markov,Edited_JS_Distance_Cluster,Translated_Sentence,Translated_Parsing,Translated_Length,Translated_branching,Translated_Targets_Branching,Translated_Target_Noun_Branching,Translated_Entropy,Translated_Entropy_Cluster,Translated_Entropy_Markov,Translated_JS_Distance_Cluster
85,Przeciskając się przez tłum pięćdziesięciosiedmioletni,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],na mroźny poranek. Przed,Przeciskając się przez tłum pięćdziesięciosiedmioletni mężczyzna wyszedł na mroźny poranek. Przed,Przeciskając się przez tłum pięćdziesięciosiedmioletni mężczyzna wyszedł na mroźny poranek. ,"[('Przeciskając', 'wyszedł', 'advcl'), ('się', 'Przeciskając', 'expl:pv'), ('przez', 'tłum', 'case'), ('tłum', 'Przeciskając', 'obl'), ('pięćdziesięciosiedmioletni', 'tłum', 'amod'), ('mężczyzna', 'wyszedł', 'nsubj'), ('wyszedł', 'wyszedł', 'ROOT'), ('na', 'poranek', 'case'), ('mroźny', 'poranek', 'amod'), ('poranek', 'wyszedł', 'obl'), ('.', 'wyszedł', 'punct')]",10,"('mężczyzna', 'wyszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wyjść:praet:sg:m1:perf]')","{'Przeciskając': 2, 'się': 0, 'przez': 0, 'tłum': 2, 'pięćdziesięciosiedmioletni': 0, 'mężczyzna': 0, 'wyszedł': 4, 'na': 0, 'mroźny': 0, 'poranek': 2, '.': 0}","({mężczyzna: 0, wyszedł: 4})",0.901618511205062,4,-17.98643921563209,3.0,"Pushing through the crowd, the fifty-seven-year-old man stepped out into the frosty morning. ","[('Pushing', 'stepped', 'advcl'), ('through', 'Pushing', 'prep'), ('the', 'crowd', 'det'), ('crowd', 'through', 'pobj'), (',', 'stepped', 'punct'), ('the', 'man', 'det'), ('fifty', 'seven', 'compound'), ('-', 'seven', 'punct'), ('seven', 'year', 'nummod'), ('-', 'year', 'punct'), ('year', 'old', 'npadvmod'), ('-', 'old', 'punct'), ('old', 'man', 'amod'), ('man', 'stepped', 'nsubj'), ('stepped', 'stepped', 'ROOT'), ('out', 'stepped', 'prt'), ('into', 'stepped', 'prep'), ('the', 'morning', 'det'), ('frosty', 'morning', 'amod'), ('morning', 'into', 'pobj'), ('.', 'stepped', 'punct')]",13,"{'Pushing': 1, 'through': 1, 'the': 0, 'crowd': 1, ',': 0, 'fifty': 0, '-': 0, 'seven': 2, 'year': 2, 'old': 2, 'man': 2, 'stepped': 6, 'out': 0, 'into': 1, 'frosty': 0, 'morning': 2, '.': 0}","{'man': 2, 'stepped': 6}",{'man': 2},0.8991645717721025,3,0.0,1
86,"krzesło. Wysoki, postawny",mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],zza stołu i stanął przed,"krzesło. Wysoki, postawny mężczyzna wyszedł zza stołu i stanął przed","Wysoki, postawny mężczyzna wyszedł zza stołu i stanął przed nim.","[('Wysoki', 'mężczyzna', 'amod'), (',', 'postawny', 'punct'), ('postawny', 'Wysoki', 'conj'), ('mężczyzna', 'wyszedł', 'nsubj'), ('wyszedł', 'wyszedł', 'ROOT'), ('zza', 'stołu', 'case'), ('stołu', 'wyszedł', 'obl'), ('i', 'stanął', 'cc'), ('stanął', 'wyszedł', 'conj'), ('przed', 'nim', 'case'), ('nim', 'stanął', 'obl'), ('.', 'wyszedł', 'punct')]",10,"('mężczyzna', 'wyszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wyjść:praet:sg:m1:perf]')","{'Wysoki': 1, ',': 0, 'postawny': 1, 'mężczyzna': 1, 'wyszedł': 4, 'zza': 0, 'stołu': 1, 'i': 0, 'stanął': 2, 'przed': 0, 'nim': 1, '.': 0}","({mężczyzna: 1, wyszedł: 4})",0.4940200829538655,2,0.2820669173812301,11.0,"A tall, portly man emerged from behind the table and stood in front of him.","[('A', 'tall', 'det'), ('tall', 'emerged', 'advmod'), (',', 'emerged', 'punct'), ('portly', 'emerged', 'advmod'), ('man', 'emerged', 'nsubj'), ('emerged', 'emerged', 'ROOT'), ('from', 'emerged', 'prep'), ('behind', 'from', 'prep'), ('the', 'table', 'det'), ('table', 'behind', 'pobj'), ('and', 'emerged', 'cc'), ('stood', 'emerged', 'conj'), ('in', 'stood', 'prep'), ('front', 'in', 'pobj'), ('of', 'front', 'prep'), ('him', 'of', 'pobj'), ('.', 'emerged', 'punct')]",15,"{'A': 0, 'tall': 1, ',': 0, 'portly': 0, 'man': 0, 'emerged': 8, 'from': 1, 'behind': 1, 'the': 0, 'table': 1, 'and': 0, 'stood': 1, 'in': 1, 'front': 1, 'of': 1, 'him': 0, '.': 0}","{'emerged': 8, 'man': 0}",{'man': 0},0.9475882825793432,3,0.0358092351554741,1
87,nawet nie spojrzał. Rozzłoszczony,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],"wprost w kleiste gorąco,","nawet nie spojrzał. Rozzłoszczony mężczyzna wyszedł wprost w kleiste gorąco,",Rozzłoszczony mężczyzna wyszedł wprost w kleiste gorąco. ,"[('Rozzłoszczony', 'wyszedł', 'iobj'), ('mężczyzna', 'wyszedł', 'nsubj'), ('wyszedł', 'wyszedł', 'ROOT'), ('wprost', 'wyszedł', 'advmod'), ('w', 'gorąco', 'case'), ('kleiste', 'gorąco', 'amod'), ('gorąco', 'wyszedł', 'advmod'), ('.', 'wyszedł', 'punct')]",7,"('mężczyzna', 'wyszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wyjść:praet:sg:m1:perf]')","{'Rozzłoszczony': 0, 'mężczyzna': 0, 'wyszedł': 5, 'wprost': 0, 'w': 0, 'kleiste': 0, 'gorąco': 2, '.': 0}","({mężczyzna: 0, wyszedł: 5})",0.1123730630167,1,-57.27991021939362,3.0,The angry man stepped out into the sticky heat. ,"[('The', 'man', 'det'), ('angry', 'man', 'amod'), ('man', 'stepped', 'nsubj'), ('stepped', 'stepped', 'ROOT'), ('out', 'stepped', 'prt'), ('into', 'stepped', 'prep'), ('the', 'heat', 'det'), ('sticky', 'heat', 'amod'), ('heat', 'into', 'pobj'), ('.', 'stepped', 'punct')]",9,"{'The': 0, 'angry': 0, 'man': 2, 'stepped': 4, 'out': 0, 'into': 1, 'the': 0, 'sticky': 0, 'heat': 2, '.': 0}","{'man': 2, 'stepped': 4}",{'man': 2},0.9836332215534652,3,0.0,1
88,"sobie, że taki właśnie",mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],rano ze schroniska. Wybiegła,"sobie, że taki właśnie mężczyzna wyszedł rano ze schroniska. Wybiegła",Mężczyzna wyszedł rano ze schroniska.,"[('Mężczyzna', 'wyszedł', 'nsubj'), ('wyszedł', 'wyszedł', 'ROOT'), ('rano', 'wyszedł', 'advmod'), ('ze', 'schroniska', 'case'), ('schroniska', 'wyszedł', 'obl'), ('.', 'wyszedł', 'punct')]",5,"('mężczyzna', 'wyszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wyjść:praet:sg:m1:perf]')","{'Mężczyzna': 0, 'wyszedł': 4, 'rano': 0, 'ze': 0, 'schroniska': 1, '.': 0}","({mężczyzna: None, wyszedł: 4})",1.127175033737404,4,-2.5680826084313404,9.0,The man left the shelter in the morning.,"[('The', 'man', 'det'), ('man', 'left', 'nsubj'), ('left', 'left', 'ROOT'), ('the', 'shelter', 'det'), ('shelter', 'left', 'dobj'), ('in', 'left', 'prep'), ('the', 'morning', 'det'), ('morning', 'in', 'pobj'), ('.', 'left', 'punct')]",8,"{'The': 0, 'man': 1, 'left': 4, 'the': 0, 'shelter': 1, 'in': 1, 'morning': 1, '.': 0}","{'left': 4, 'man': 1}",{'man': 1},1.6038910761388672,4,0.0101916234677305,1
89,sześciu takich przestępstw. Kiedy,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],"z domu, zauważył dwóch","sześciu takich przestępstw. Kiedy mężczyzna wyszedł z domu, zauważył dwóch","Kiedy mężczyzna wyszedł z domu, zauważył dwóch policjantów po drugiej stronie ulicy. ","[('Kiedy', 'wyszedł', 'advmod'), ('mężczyzna', 'wyszedł', 'nsubj'), ('wyszedł', 'zauważył', 'advcl'), ('z', 'domu', 'case'), ('domu', 'wyszedł', 'obl'), (',', 'wyszedł', 'punct'), ('zauważył', 'zauważył', 'ROOT'), ('dwóch', 'policjantów', 'nummod:gov'), ('policjantów', 'zauważył', 'nsubj'), ('po', 'stronie', 'case'), ('drugiej', 'stronie', 'amod'), ('stronie', 'policjantów', 'nmod'), ('ulicy', 'stronie', 'nmod'), ('.', 'zauważył', 'punct')]",12,"('mężczyzna', 'wyszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wyjść:praet:sg:m1:perf]')","{'Kiedy': 0, 'mężczyzna': 0, 'wyszedł': 4, 'z': 0, 'domu': 1, ',': 0, 'zauważył': 3, 'dwóch': 0, 'policjantów': 2, 'po': 0, 'drugiej': 0, 'stronie': 3, 'ulicy': 0, '.': 0}","({mężczyzna: 0, wyszedł: 4})",1.0162455924329707,4,-26.44569538547217,11.0,"When the man left the house, he noticed two policemen across the street. ","[('When', 'left', 'advmod'), ('the', 'man', 'det'), ('man', 'left', 'nsubj'), ('left', 'noticed', 'advcl'), ('the', 'house', 'det'), ('house', 'left', 'dobj'), (',', 'noticed', 'punct'), ('he', 'noticed', 'nsubj'), ('noticed', 'noticed', 'ROOT'), ('two', 'policemen', 'nummod'), ('policemen', 'noticed', 'dobj'), ('across', 'noticed', 'prep'), ('the', 'street', 'det'), ('street', 'across', 'pobj'), ('.', 'noticed', 'punct')]",13,"{'When': 0, 'the': 0, 'man': 1, 'left': 3, 'house': 1, ',': 0, 'he': 0, 'noticed': 6, 'two': 0, 'policemen': 1, 'across': 1, 'street': 1, '.': 0}","{'left': 3, 'man': 1, 'noticed': 6}",{'man': 1},0.7097117796608672,0,0.000616749132694,1
90,". Okazało się, że",mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],"ze swym 2,5",". Okazało się, że mężczyzna wyszedł ze swym 2,5","Okazało się, że mężczyzna wyszedł ze swym 2,5 letnim synem. ","[('Okazało', 'Okazało', 'ROOT'), ('się', 'Okazało', 'expl:pv'), (',', 'wyszedł', 'punct'), ('że', 'wyszedł', 'mark'), ('mężczyzna', 'wyszedł', 'nsubj'), ('wyszedł', 'Okazało', 'csubj'), ('ze', 'synem', 'case'), ('swym', 'synem', 'det:poss'), ('2,5', 'swym', 'dep'), ('letnim', 'swym', 'conj'), ('synem', 'wyszedł', 'obl:arg'), ('.', 'Okazało', 'punct')]",10,"('mężczyzna', 'wyszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wyjść:praet:sg:m1:perf]')","{'Okazało': 3, 'się': 0, ',': 0, 'że': 0, 'mężczyzna': 0, 'wyszedł': 4, 'ze': 0, 'swym': 2, '2,5': 0, 'letnim': 0, 'synem': 2, '.': 0}","({mężczyzna: 0, wyszedł: 4})",0.8205670676474187,2,-3.727163705792688,3.0,It turned out that the man left with his 2.5-year-old son. ,"[('It', 'turned', 'nsubj'), ('turned', 'turned', 'ROOT'), ('out', 'turned', 'prt'), ('that', 'left', 'mark'), ('the', 'man', 'det'), ('man', 'left', 'nsubj'), ('left', 'turned', 'ccomp'), ('with', 'left', 'prep'), ('his', 'son', 'poss'), ('2.5', 'year', 'nummod'), ('-', 'year', 'punct'), ('year', 'old', 'npadvmod'), ('-', 'old', 'punct'), ('old', 'son', 'amod'), ('son', 'with', 'pobj'), ('.', 'turned', 'punct')]",11,"{'It': 0, 'turned': 4, 'out': 0, 'that': 0, 'the': 0, 'man': 1, 'left': 3, 'with': 1, 'his': 0, '2.5': 0, '-': 0, 'year': 2, 'old': 2, 'son': 2, '.': 0}","{'left': 3, 'man': 1, 'turned': 4}",{'man': 1},1.6758838562986438,4,0.0006485640953413,1
91,śmy w Wigilię. 57-letni,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],z domu 23 grudnia.,śmy w Wigilię. 57-letni mężczyzna wyszedł z domu 23 grudnia.,57-letni mężczyzna wyszedł z domu 23 grudnia.,"[('57', 'mężczyzna', 'amod'), ('-', 'mężczyzna', 'amod'), ('letni', 'mężczyzna', 'amod'), ('mężczyzna', 'wyszedł', 'nsubj'), ('wyszedł', 'wyszedł', 'ROOT'), ('z', 'domu', 'case'), ('domu', 'wyszedł', 'obl'), ('23', 'domu', 'amod'), ('grudnia', '23', 'nmod:flat'), ('.', 'wyszedł', 'punct')]",7,"('mężczyzna', 'wyszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wyjść:praet:sg:m1:perf]')","{'57': 0, '-': 0, 'letni': 0, 'mężczyzna': 3, 'wyszedł': 3, 'z': 0, 'domu': 2, '23': 1, 'grudnia': 0, '.': 0}","({mężczyzna: 3, wyszedł: 3})",0.3185972736362468,1,-3.3222982691896528,11.0,A 57-year-old man left his home on December 23.,"[('A', 'man', 'det'), ('57', 'year', 'nummod'), ('-', 'year', 'punct'), ('year', 'old', 'npadvmod'), ('-', 'old', 'punct'), ('old', 'man', 'amod'), ('man', 'left', 'nsubj'), ('left', 'left', 'ROOT'), ('his', 'home', 'poss'), ('home', 'left', 'dobj'), ('on', 'left', 'prep'), ('December', 'on', 'pobj'), ('23', 'December', 'nummod'), ('.', 'left', 'punct')]",9,"{'A': 0, '57': 0, '-': 0, 'year': 2, 'old': 2, 'man': 2, 'left': 4, 'his': 0, 'home': 1, 'on': 1, 'December': 1, '23': 0, '.': 0}","{'left': 4, 'man': 2}",{'man': 2},0.3809019603492067,0,-0.030301336832779,6
92,drasnęły Marka Sz. Oszołomiony,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],"przed dom i zamarł,","drasnęły Marka Sz. Oszołomiony mężczyzna wyszedł przed dom i zamarł,",Oszołomiony mężczyzna wyszedł przed dom i zamarł.,"[('Oszołomiony', 'mężczyzna', 'amod'), ('mężczyzna', 'wyszedł', 'nsubj'), ('wyszedł', 'wyszedł', 'ROOT'), ('przed', 'dom', 'case'), ('dom', 'wyszedł', 'obl'), ('i', 'zamarł', 'cc'), ('zamarł', 'wyszedł', 'conj'), ('.', 'wyszedł', 'punct')]",7,"('mężczyzna', 'wyszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wyjść:praet:sg:m1:perf]')","{'Oszołomiony': 0, 'mężczyzna': 1, 'wyszedł': 4, 'przed': 0, 'dom': 1, 'i': 0, 'zamarł': 1, '.': 0}","({mężczyzna: 1, wyszedł: 4})",0.586520546393541,2,-447.8725778727999,3.0,The stunned man walked outside the house and froze.,"[('The', 'man', 'det'), ('stunned', 'man', 'amod'), ('man', 'walked', 'nsubj'), ('walked', 'walked', 'ROOT'), ('outside', 'walked', 'prep'), ('the', 'house', 'det'), ('house', 'outside', 'pobj'), ('and', 'house', 'cc'), ('froze', 'house', 'conj'), ('.', 'walked', 'punct')]",9,"{'The': 0, 'stunned': 0, 'man': 2, 'walked': 3, 'outside': 1, 'the': 0, 'house': 3, 'and': 0, 'froze': 0, '.': 0}","{'man': 2, 'walked': 3}",{'man': 2},1.468608301788065,1,8.63537008474943e-05,1
93,. Po jakimś czasie ten,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],. Wsiadł na rower i,. Po jakimś czasie ten mężczyzna wyszedł . Wsiadł na rower i,Po jakimś czasie ten mężczyzna wyszedł.,"[('Po', 'czasie', 'case'), ('jakimś', 'czasie', 'det'), ('czasie', 'wyszedł', 'obl'), ('ten', 'mężczyzna', 'det'), ('mężczyzna', 'wyszedł', 'nsubj'), ('wyszedł', 'wyszedł', 'ROOT'), ('.', 'wyszedł', 'punct')]",6,"('mężczyzna', 'wyszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wyjść:praet:sg:m1:perf]')","{'Po': 0, 'jakimś': 0, 'czasie': 2, 'ten': 0, 'mężczyzna': 1, 'wyszedł': 3, '.': 0}","({mężczyzna: 1, wyszedł: 3})",0.9324694851128046,4,-13.790330636917394,3.0,After a while the man left.,"[('After', 'After', 'ROOT'), ('a', 'while', 'det'), ('while', 'After', 'pobj'), ('the', 'man', 'det'), ('man', 'left', 'nsubj'), ('left', 'while', 'relcl'), ('.', 'After', 'punct')]",6,"{'After': 2, 'a': 0, 'while': 2, 'the': 0, 'man': 1, 'left': 1, '.': 0}","{'left': 1, 'man': 1}",{'man': 1},0.0186462092646325,2,0.000616749132694,1
94,z policji. – Gdy,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],"z budynku, podeszli do","z policji. – Gdy mężczyzna wyszedł z budynku, podeszli do","Gdy mężczyzna wyszedł z budynku, podeszli do niego policjanci. ","[('Gdy', 'wyszedł', 'advmod'), ('mężczyzna', 'wyszedł', 'nsubj'), ('wyszedł', 'podeszli', 'advcl'), ('z', 'budynku', 'case'), ('budynku', 'wyszedł', 'obl'), (',', 'wyszedł', 'punct'), ('podeszli', 'podeszli', 'ROOT'), ('do', 'niego', 'case'), ('niego', 'podeszli', 'obl'), ('policjanci', 'podeszli', 'nsubj'), ('.', 'podeszli', 'punct')]",9,"('mężczyzna', 'wyszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wyjść:praet:sg:m1:perf]')","{'Gdy': 0, 'mężczyzna': 0, 'wyszedł': 4, 'z': 0, 'budynku': 1, ',': 0, 'podeszli': 4, 'do': 0, 'niego': 1, 'policjanci': 0, '.': 0}","({mężczyzna: 0, wyszedł: 4})",1.164870413237518,4,-11.239066447876043,3.0,"When the man left the building, police officers approached him. ","[('When', 'left', 'advmod'), ('the', 'man', 'det'), ('man', 'left', 'nsubj'), ('left', 'approached', 'advcl'), ('the', 'building', 'det'), ('building', 'left', 'dobj'), (',', 'approached', 'punct'), ('police', 'officers', 'compound'), ('officers', 'approached', 'nsubj'), ('approached', 'approached', 'ROOT'), ('him', 'approached', 'dobj'), ('.', 'approached', 'punct')]",10,"{'When': 0, 'the': 0, 'man': 1, 'left': 3, 'building': 1, ',': 0, 'police': 0, 'officers': 1, 'approached': 5, 'him': 0, '.': 0}","{'approached': 5, 'left': 3, 'man': 1}",{'man': 1},0.822586226072081,3,0.000616749132694,1
95,na lekkich obrażeniach. Jeden,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],"bez szwanku, jego kolega","na lekkich obrażeniach. Jeden mężczyzna wyszedł bez szwanku, jego kolega","Jeden mężczyzna wyszedł bez szwanku, jego kolega doznał lekkich obrażeń.","[('Jeden', 'mężczyzna', 'amod'), ('mężczyzna', 'wyszedł', 'nsubj'), ('wyszedł', 'wyszedł', 'ROOT'), ('bez', 'szwanku', 'case'), ('szwanku', 'wyszedł', 'obl'), (',', 'wyszedł', 'punct'), ('jego', 'kolega', 'nmod'), ('kolega', 'doznał', 'nsubj'), ('doznał', 'wyszedł', 'conj'), ('lekkich', 'obrażeń', 'amod'), ('obrażeń', 'doznał', 'obj'), ('.', 'wyszedł', 'punct')]",10,"('mężczyzna', 'wyszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wyjść:praet:sg:m1:perf]')","{'Jeden': 0, 'mężczyzna': 1, 'wyszedł': 5, 'bez': 0, 'szwanku': 1, ',': 0, 'jego': 0, 'kolega': 1, 'doznał': 2, 'lekkich': 0, 'obrażeń': 1, '.': 0}","({mężczyzna: 1, wyszedł: 5})",1.9807790508785157,3,1.499120238837259,3.0,"One man escaped unharmed, his friend suffered minor injuries.","[('One', 'man', 'nummod'), ('man', 'escaped', 'nsubj'), ('escaped', 'suffered', 'ccomp'), ('unharmed', 'escaped', 'advcl'), (',', 'suffered', 'punct'), ('his', 'friend', 'poss'), ('friend', 'suffered', 'nsubj'), ('suffered', 'suffered', 'ROOT'), ('minor', 'injuries', 'amod'), ('injuries', 'suffered', 'dobj'), ('.', 'suffered', 'punct')]",9,"{'One': 0, 'man': 1, 'escaped': 2, 'unharmed': 0, ',': 0, 'his': 0, 'friend': 1, 'suffered': 5, 'minor': 0, 'injuries': 1, '.': 0}","{'escaped': 2, 'man': 1, 'suffered': 5}",{'man': 1},0.9625572745385598,3,0.0006779472358524,6
96,nie żałując kopniaków. Napadnięty,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],z tego zdarzenia z obrażeniami,nie żałując kopniaków. Napadnięty mężczyzna wyszedł z tego zdarzenia z obrażeniami,Napadnięty mężczyzna wyszedł z tego zdarzenia z obrażeniami.,"[('Napadnięty', 'mężczyzna', 'amod'), ('mężczyzna', 'wyszedł', 'nsubj'), ('wyszedł', 'wyszedł', 'ROOT'), ('z', 'zdarzenia', 'case'), ('tego', 'zdarzenia', 'det'), ('zdarzenia', 'wyszedł', 'obl'), ('z', 'obrażeniami', 'case'), ('obrażeniami', 'wyszedł', 'obl'), ('.', 'wyszedł', 'punct')]",8,"('mężczyzna', 'wyszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wyjść:praet:sg:m1:perf]')","{'Napadnięty': 0, 'mężczyzna': 1, 'wyszedł': 4, 'z': 0, 'tego': 0, 'zdarzenia': 2, 'obrażeniami': 1, '.': 0}","({mężczyzna: 1, wyszedł: 4})",0.2800074589579044,1,-215.09838663665928,11.0,The attacked man escaped the incident with injuries.,"[('The', 'man', 'det'), ('attacked', 'man', 'amod'), ('man', 'escaped', 'nsubj'), ('escaped', 'escaped', 'ROOT'), ('the', 'incident', 'det'), ('incident', 'escaped', 'dobj'), ('with', 'escaped', 'prep'), ('injuries', 'with', 'pobj'), ('.', 'escaped', 'punct')]",8,"{'The': 0, 'attacked': 0, 'man': 2, 'escaped': 4, 'the': 0, 'incident': 1, 'with': 1, 'injuries': 0, '.': 0}","{'escaped': 4, 'man': 2}",{'man': 2},0.9122526800568092,3,0.0,1
97,C. Oczyszczony z zarzutów,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],z aresztu. Niedługo jednak,C. Oczyszczony z zarzutów mężczyzna wyszedł z aresztu. Niedługo jednak,Oczyszczony z zarzutów mężczyzna wyszedł z aresztu.,"[('Oczyszczony', 'wyszedł', 'obj'), ('z', 'zarzutów', 'case'), ('zarzutów', 'Oczyszczony', 'obl:arg'), ('mężczyzna', 'wyszedł', 'nsubj'), ('wyszedł', 'wyszedł', 'ROOT'), ('z', 'aresztu', 'case'), ('aresztu', 'wyszedł', 'obl'), ('.', 'wyszedł', 'punct')]",7,"('mężczyzna', 'wyszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wyjść:praet:sg:m1:perf]')","{'Oczyszczony': 1, 'z': 0, 'zarzutów': 1, 'mężczyzna': 0, 'wyszedł': 4, 'aresztu': 1, '.': 0}","({mężczyzna: 0, wyszedł: 4})",0.1082543064601701,1,-14.422133508118652,4.0,The man cleared of all charges was released from custody.,"[('The', 'man', 'det'), ('man', 'cleared', 'nsubj'), ('cleared', 'cleared', 'ROOT'), ('of', 'cleared', 'prep'), ('all', 'charges', 'det'), ('charges', 'released', 'nsubjpass'), ('was', 'released', 'auxpass'), ('released', 'cleared', 'conj'), ('from', 'released', 'prep'), ('custody', 'from', 'pobj'), ('.', 'released', 'punct')]",10,"{'The': 0, 'man': 1, 'cleared': 3, 'of': 0, 'all': 0, 'charges': 1, 'was': 0, 'released': 4, 'from': 1, 'custody': 0, '.': 0}","{'cleared': 3, 'man': 1, 'released': 4, 'was': 0}",{'man': 1},1.7843725770003438,4,0.0058446330905979,6
98,SLD - po tych słowach,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],z sali. - Myśmy,SLD - po tych słowach mężczyzna wyszedł z sali. - Myśmy,Po tych słowach mężczyzna wyszedł z sali.,"[('Po', 'słowach', 'case'), ('tych', 'słowach', 'det'), ('słowach', 'wyszedł', 'obl'), ('mężczyzna', 'wyszedł', 'nsubj'), ('wyszedł', 'wyszedł', 'ROOT'), ('z', 'sali', 'case'), ('sali', 'wyszedł', 'obl'), ('.', 'wyszedł', 'punct')]",7,"('mężczyzna', 'wyszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wyjść:praet:sg:m1:perf]')","{'Po': 0, 'tych': 0, 'słowach': 2, 'mężczyzna': 0, 'wyszedł': 4, 'z': 0, 'sali': 1, '.': 0}","({mężczyzna: 0, wyszedł: 4})",0.4797737147442773,2,-25.065975071002413,6.0,After these words the man left the room.,"[('After', 'left', 'prep'), ('these', 'words', 'det'), ('words', 'After', 'pobj'), ('the', 'man', 'det'), ('man', 'left', 'nsubj'), ('left', 'left', 'ROOT'), ('the', 'room', 'det'), ('room', 'left', 'dobj'), ('.', 'left', 'punct')]",8,"{'After': 1, 'these': 0, 'words': 1, 'the': 0, 'man': 1, 'left': 4, 'room': 1, '.': 0}","{'left': 4, 'man': 1}",{'man': 1},0.822586226072081,3,0.000616749132694,1
99,przydrożnym drzewie. Mimo to,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],ze zdarzenia jedynie z kilkoma,przydrożnym drzewie. Mimo to mężczyzna wyszedł ze zdarzenia jedynie z kilkoma,Mimo to mężczyzna wyszedł ze zdarzenia jedynie z kilkoma zadrapaniami.,"[('Mimo', 'to', 'case'), ('to', 'wyszedł', 'obl'), ('mężczyzna', 'wyszedł', 'nsubj'), ('wyszedł', 'wyszedł', 'ROOT'), ('ze', 'zdarzenia', 'case'), ('zdarzenia', 'wyszedł', 'obl'), ('jedynie', 'zadrapaniami', 'advmod:emph'), ('z', 'zadrapaniami', 'case'), ('kilkoma', 'zadrapaniami', 'det:nummod'), ('zadrapaniami', 'wyszedł', 'obl'), ('.', 'wyszedł', 'punct')]",10,"('mężczyzna', 'wyszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wyjść:praet:sg:m1:perf]')","{'Mimo': 0, 'to': 1, 'mężczyzna': 0, 'wyszedł': 5, 'ze': 0, 'zdarzenia': 1, 'jedynie': 0, 'z': 0, 'kilkoma': 0, 'zadrapaniami': 3, '.': 0}","({mężczyzna: 0, wyszedł: 5})",1.2816874577928317,0,-211.0472595176991,3.0,"Despite this, the man escaped the incident with only a few scratches.","[('Despite', 'escaped', 'prep'), ('this', 'Despite', 'pobj'), (',', 'escaped', 'punct'), ('the', 'man', 'det'), ('man', 'escaped', 'nsubj'), ('escaped', 'escaped', 'ROOT'), ('the', 'incident', 'det'), ('incident', 'escaped', 'dobj'), ('with', 'escaped', 'prep'), ('only', 'few', 'advmod'), ('a', 'few', 'quantmod'), ('few', 'scratches', 'nummod'), ('scratches', 'with', 'pobj'), ('.', 'escaped', 'punct')]",12,"{'Despite': 1, 'this': 0, ',': 0, 'the': 0, 'man': 1, 'escaped': 6, 'incident': 1, 'with': 1, 'only': 0, 'a': 0, 'few': 2, 'scratches': 1, '.': 0}","{'escaped': 6, 'man': 1}",{'man': 1},0.0280423001817346,2,0.000616749132694,1
